Strain ID;Systematic gene name;Allele/Gene name;Single mutant fitness (26°);Single mutant fitness (26°) stddev;Single mutant fitness (30°);Single mutant fitness (30°) stddev;;;;;
YBL067C_dma154;YBL067C;ubp13;0,9353;0,0808;0,9353;0,0808;;;;;
YBL067C_sn1167;YBL067C;ubp13;0,9353;0,0808;0,9353;0,0808;;;;;
YBL068W_dma153;YBL068W;prs4;1,0092;0,1073;1,0092;0,1073;;;;;
YBL068W_sn4357;YBL068W;prs4;1,0092;0,1073;1,0092;0,1073;;;;;
YBL069W_dma152;YBL069W;ast1;0,9985;0,0165;0,9985;0,0165;;;;;
YBL069W_sn374;YBL069W;ast1;0,9985;0,0165;0,9985;0,0165;;;;;
YBL070C_dma151;YBL070C;ybl070c;1,0195;0,0064;1,0195;0,0064;;;;;
YBL071C_dma150;YBL071C;ybl071c;0,972;0,0117;0,972;0,0117;;;;;
YBL071C-B_sn4635;YBL071C-B;ybl071c-b;0,55;0,0499;0,55;0,0499;;;;;
YBL071W-A_sn2922;YBL071W-A;kti11;0,564;0,0424;0,564;0,0424;;;;;
YBL072C_dma149;YBL072C;rps8a;0,571;0,0981;0,571;0,0981;;;;;
YBL072C_sn4015;YBL072C;rps8a;0,571;0,0981;0,571;0,0981;;;;;
YBL074C_damp196;YBL074C;aar2_damp;1,029;0,0245;1,029;0,0245;;;;;
YBL074C_tsa1108;YBL074C;aar2-5001;0,7052;0,0577;0,5801;0,0711;;;;;
YBL074C_tsq1352;YBL074C;aar2-5001;0,7052;0,0577;0,5801;0,0711;;;;;
YBL075C_dma148;YBL075C;ssa3;1,0248;0,0519;1,0248;0,0519;;;;;
YBL075C_sn443;YBL075C;ssa3;1,0248;0,0519;1,0248;0,0519;;;;;
YBL076C_damp197;YBL076C;ils1_damp;0,9805;0,0596;0,9805;0,0596;;;;;
YBL076C_tsa275;YBL076C;ils1-1;0,9298;0,0825;0,8097;0,1193;;;;;
YBL076C_tsq275;YBL076C;ils1-1;0,9298;0,0825;0,8097;0,1193;;;;;
YBL078C_dma147;YBL078C;atg8;0,8428;0,1218;0,8428;0,1218;;;;;
YBL078C_sn395;YBL078C;atg8;0,8428;0,1218;0,8428;0,1218;;;;;
YBL079W_dma146;YBL079W;nup170-supp1;0,759;0,098;0,759;0,098;;;;;
YBL079W_sn1865;YBL079W;nup170;0,495;0,0245;0,495;0,0245;;;;;
YBL080C_sn2688;YBL080C;pet112;0,466;0,0331;0,466;0,0331;;;;;
YBL081W_dma168;YBL081W;ybl081w;0,8902;0,1193;0,8902;0,1193;;;;;
YBL081W_sn3099;YBL081W;ybl081w;0,8902;0,1193;0,8902;0,1193;;;;;
YBL082C_dma167;YBL082C;alg3;1,0102;0,0438;1,0102;0,0438;;;;;
YBL082C_sn914;YBL082C;alg3;1,0102;0,0438;1,0102;0,0438;;;;;
YBL083C_dma166;YBL083C;ybl083c;0,9795;0,0086;0,9795;0,0086;;;;;
YBL084C_damp199;YBL084C;cdc27_damp;0,9725;0,0217;0,9725;0,0217;;;;;
YBL084C_tsa89;YBL084C;cdc27-1;0,9257;0,0894;0,7224;0,0815;;;;;
YBL084C_tsa90;YBL084C;cdc27-2;0,8247;0,0735;0,6357;0,0677;;;;;
YBL084C_tsq92;YBL084C;cdc27-1;0,9257;0,0894;0,7224;0,0815;;;;;
YBL084C_tsq93;YBL084C;cdc27-2;0,8247;0,0735;0,6357;0,0677;;;;;
YBL085W_dma165;YBL085W;boi1;1,0187;0,0291;1,0187;0,0291;;;;;
YBL085W_sn815;YBL085W;boi1;1,0187;0,0291;1,0187;0,0291;;;;;
YBL086C_dma164;YBL086C;ybl086c;0,9572;0,2267;0,9572;0,2267;;;;;
YBL086C_sn2143;YBL086C;ybl086c;0,9572;0,2267;0,9572;0,2267;;;;;
YBL087C_dma163;YBL087C;rpl23a;0,8575;0,0969;0,8575;0,0969;;;;;
YBL087C_sn3959;YBL087C;rpl23a;0,8575;0,0969;0,8575;0,0969;;;;;
YBL088C_dma162;YBL088C;tel1;1,0038;0,0855;1,0038;0,0855;;;;;
YBL088C_sn1616;YBL088C;tel1;1,0038;0,0855;1,0038;0,0855;;;;;
YBL089W_dma161;YBL089W;avt5;0,9787;0,0869;0,9787;0,0869;;;;;
YBL089W_sn4683;YBL089W;avt5;0,9787;0,0869;0,9787;0,0869;;;;;
YBL090W_sn4126;YBL090W;mrp21;0,3145;0,089;0,3145;0,089;;;;;
YBL091C_dma160;YBL091C;map2;0,966;0,1587;0,966;0,1587;;;;;
YBL091C_sn4151;YBL091C;map2;0,966;0,1587;0,966;0,1587;;;;;
YBL091C-A_dma159;YBL091C-A;scs22;1,014;0,0531;1,014;0,0531;;;;;
YBL091C-A_sn3818;YBL091C-A;scs22;1,014;0,0531;1,014;0,0531;;;;;
YBL095W_dma180;YBL095W;mrx3;0,9848;0,0508;0,9848;0,0508;;;;;
YBL095W_sn2544;YBL095W;mrx3;0,9848;0,0508;0,9848;0,0508;;;;;
YBL096C_dma179;YBL096C;ybl096c;0,994;0,0144;0,994;0,0144;;;;;
YBL097W_damp3;YBL097W;brn1_damp;0,9945;0,0232;0,9945;0,0232;;;;;
YBL097W_tsa510;YBL097W;brn1-9;0,6577;0,1188;0,5464;0,128;;;;;
YBL097W_tsa511;YBL097W;brn1-16;0,9467;0,0437;0,8542;0,0499;;;;;
YBL097W_tsq510;YBL097W;brn1-9;0,6577;0,1188;0,5464;0,128;;;;;
YBL097W_tsq511;YBL097W;brn1-16;0,9467;0,0437;0,8542;0,0499;;;;;
YBL098W_dma178;YBL098W;bna4;1,0072;0,0248;1,0072;0,0248;;;;;
YBL098W_sn4394;YBL098W;bna4;1,0072;0,0248;1,0072;0,0248;;;;;
YBL100C_dma177;YBL100C;ybl100c;1,0175;0,0097;1,0175;0,0097;;;;;
YBL100W-C_sn4636;YBL100W-C;ybl100w-c;0,989;0,0253;0,989;0,0253;;;;;
YBL101C_dma176;YBL101C;ecm21;1,0368;0,0463;1,0368;0,0463;;;;;
YBL101C_sn146;YBL101C;ecm21;1,0368;0,0463;1,0368;0,0463;;;;;
YBL102W_dma175;YBL102W;sft2;0,9902;0,0511;0,9902;0,0511;;;;;
YBL102W_sn236;YBL102W;sft2;0,9902;0,0511;0,9902;0,0511;;;;;
YBL103C_dma174;YBL103C;rtg3;0,6907;0,261;0,6907;0,261;;;;;
YBL103C_sn2104;YBL103C;rtg3;0,6907;0,261;0,6907;0,261;;;;;
YBL104C_dma173;YBL104C;sea4;0,934;0,0237;0,934;0,0237;;;;;
YBL104C_sn51;YBL104C;sea4;0,934;0,0237;0,934;0,0237;;;;;
YBL105C_damp201;YBL105C;pkc1_damp;0,989;0,0181;0,989;0,0181;;;;;
YBL105C_tsa535;YBL105C;pkc1-ts;0,9674;0,0898;0,8181;0,0685;;;;;
YBL105C_tsa537;YBL105C;pkc1-1;0,9169;0,1211;0,7848;0,2423;;;;;
YBL105C_tsa538;YBL105C;pkc1-2;0,6766;0,1321;0,6228;0,1042;;;;;
YBL105C_tsa539;YBL105C;pkc1-4;0,8378;0,0361;0,6615;0,0569;;;;;
YBL105C_tsa541;YBL105C;pkc1-3;0,9365;0,041;0,9653;0,0964;;;;;
YBL105C_tsq535;YBL105C;pkc1-ts;0,9674;0,0898;0,8181;0,0685;;;;;
YBL105C_tsq537;YBL105C;pkc1-1;0,9169;0,1211;0,7848;0,2423;;;;;
YBL105C_tsq538;YBL105C;pkc1-2;0,6766;0,1321;0,6228;0,1042;;;;;
YBL105C_tsq539;YBL105C;pkc1-4;0,8378;0,0361;0,6615;0,0569;;;;;
YBL105C_tsq541;YBL105C;pkc1-3;0,9365;0,041;0,9653;0,0964;;;;;
YBL106C_dma172;YBL106C;sro77;1,0077;0,0445;1,0077;0,0445;;;;;
YBL106C_sn230;YBL106C;sro77;1,0077;0,0445;1,0077;0,0445;;;;;
YBL107C_dma171;YBL107C;mix23;1,0185;0,0694;1,0185;0,0694;;;;;
YBL107C_sn3425;YBL107C;mix23;1,0185;0,0694;1,0185;0,0694;;;;;
YBL108C-A_sn4637;YBL108C-A;pau9;0,9865;0,0154;0,9865;0,0154;;;;;
YBL111C_sn3100;YBL111C;ybl111c;1,0645;0,008;1,0645;0,008;;;;;
YBL112C_sn3101;YBL112C;ybl112c;1,033;0,0444;1,033;0,0444;;;;;
YBL113C_sn3034;YBL113C;ybl113c;1,024;0,0571;1,024;0,0571;;;;;
YBR001C_dma170;YBR001C;nth2;1,0108;0,0913;1,0108;0,0913;;;;;
YBR001C_sn2972;YBR001C;nth2;1,0108;0,0913;1,0108;0,0913;;;;;
YBR002C_damp4;YBR002C;rer2_damp;0,997;0,0215;0,997;0,0215;;;;;
YBR002C_tsq2553;YBR002C;rer2-5001;NaN;NaN;NaN;NaN;;;;;
YBR002C_tsq2935;YBR002C;rer2-5008;NaN;NaN;NaN;NaN;;;;;
YBR003W_sn2732;YBR003W;coq1;0,7405;0,0287;0,7405;0,0287;;;;;
YBR004C_damp202;YBR004C;gpi18_damp;0,9075;0,0579;0,9075;0,0579;;;;;
YBR004C_tsa1243;YBR004C;gpi18-5001;0,9189;0,049;0,9697;0,013;;;;;
YBR004C_tsq2848;YBR004C;gpi18-5001;0,9189;0,049;0,9697;0,013;;;;;
YBR005W_dma192;YBR005W;rcr1;0,991;0,0693;0,991;0,0693;;;;;
YBR006W_dma191;YBR006W;uga2;1,006;0,0599;1,006;0,0599;;;;;
YBR006W_sn4458;YBR006W;uga2;1,006;0,0599;1,006;0,0599;;;;;
YBR007C_dma190;YBR007C;dsf2;1,0152;0,05;1,0152;0,05;;;;;
YBR007C_sn3063;YBR007C;dsf2;1,0152;0,05;1,0152;0,05;;;;;
YBR008C_dma189;YBR008C;flr1;1,0195;0,0413;1,0195;0,0413;;;;;
YBR009C_dma188;YBR009C;hhf1;0,9553;0,0745;0,9553;0,0745;;;;;
YBR009C_sn1751;YBR009C;hhf1;0,9553;0,0745;0,9553;0,0745;;;;;
YBR010W_dma187;YBR010W;hht1;0,994;0,126;0,994;0,126;;;;;
YBR010W_sn1757;YBR010W;hht1;0,994;0,126;0,994;0,126;;;;;
YBR011C_tsa1062;YBR011C;ipp1-5001;0,8428;0,0464;0,7187;0,1594;;;;;
YBR011C_tsq1291;YBR011C;ipp1-5001;0,8428;0,0464;0,7187;0,1594;;;;;
YBR012C_dma186;YBR012C;ybr012c;1,035;0,0239;1,035;0,0239;;;;;
YBR013C_dma185;YBR013C;ybr013c;1,0185;0,0107;1,0185;0,0107;;;;;
YBR014C_dma184;YBR014C;grx7;0,9947;0,024;0,9947;0,024;;;;;
YBR014C_sn139;YBR014C;grx7;0,9947;0,024;0,9947;0,024;;;;;
YBR015C_dma183;YBR015C;mnn2;1,0072;0,044;1,0072;0,044;;;;;
YBR015C_sn908;YBR015C;mnn2;1,0072;0,044;1,0072;0,044;;;;;
YBR016W_dma182;YBR016W;ybr016w;1,018;0,1293;1,018;0,1293;;;;;
YBR016W_sn3858;YBR016W;ybr016w;1,018;0,1293;1,018;0,1293;;;;;
YBR017C_sn1972;YBR017C;kap104;0,8165;0,0216;0,8165;0,0216;;;;;
YBR018C_dma203;YBR018C;gal7;1,0145;0,0364;1,0145;0,0364;;;;;
YBR018C_sn2839;YBR018C;gal7;1,0145;0,0364;1,0145;0,0364;;;;;
YBR019C_dma202;YBR019C;gal10;0,9835;0,0387;0,9835;0,0387;;;;;
YBR019C_sn2838;YBR019C;gal10;0,9835;0,0387;0,9835;0,0387;;;;;
YBR020W_dma201;YBR020W;gal1;0,9925;0,0267;0,9925;0,0267;;;;;
YBR020W_sn2836;YBR020W;gal1;0,9925;0,0267;0,9925;0,0267;;;;;
YBR022W_dma200;YBR022W;poa1;1,0003;0,0661;1,0003;0,0661;;;;;
YBR022W_sn3044;YBR022W;poa1;1,0003;0,0661;1,0003;0,0661;;;;;
YBR023C_dma199;YBR023C;chs3;0,993;0,0808;0,993;0,0808;;;;;
YBR023C_sn1236;YBR023C;chs3;0,993;0,0808;0,993;0,0808;;;;;
YBR024W_dma198;YBR024W;sco2;1,002;0,0637;1,002;0,0637;;;;;
YBR024W_sn2280;YBR024W;sco2;1,002;0,0637;1,002;0,0637;;;;;
YBR025C_dma197;YBR025C;ola1;0,8862;0,0535;0,8862;0,0535;;;;;
YBR025C_sn3426;YBR025C;ola1;0,8862;0,0535;0,8862;0,0535;;;;;
YBR026C_dma196;YBR026C;etr1;0,7155;0,0872;0,7155;0,0872;;;;;
YBR026C_sn4684;YBR026C;etr1;0,7155;0,0872;0,7155;0,0872;;;;;
YBR027C_dma195;YBR027C;ybr027c;0,984;0,0372;0,984;0,0372;;;;;
YBR028C_dma194;YBR028C;ypk3;0,9935;0,07;0,9935;0,07;;;;;
YBR028C_sn3797;YBR028C;ypk3;0,9935;0,07;0,9935;0,07;;;;;
YBR029C_damp204;YBR029C;cds1_damp;0,866;0,0609;0,866;0,0609;;;;;
YBR029C_tsa1063;YBR029C;cds1-5001;0,9626;0,0403;0,9007;0,0347;;;;;
YBR029C_tsq1292;YBR029C;cds1-5001;0,9626;0,0403;0,9007;0,0347;;;;;
YBR030W_dma193;YBR030W;rkm3;0,9832;0,1477;0,9832;0,1477;;;;;
YBR030W_sn897;YBR030W;rkm3;0,9832;0,1477;0,9832;0,1477;;;;;
YBR031W_dma215;YBR031W;rpl4a;0,904;0,0808;0,904;0,0808;;;;;
YBR031W_sn3981;YBR031W;rpl4a;0,904;0,0808;0,904;0,0808;;;;;
YBR032W_dma214;YBR032W;ybr032w;1,018;0,0084;1,018;0,0084;;;;;
YBR033W_dma213;YBR033W;eds1;1,043;0,0526;1,043;0,0526;;;;;
YBR033W_sn620;YBR033W;eds1;1,043;0,0526;1,043;0,0526;;;;;
YBR034C_dma212;YBR034C;hmt1;0,9605;0,0366;0,9605;0,0366;;;;;
YBR034C_sn1856;YBR034C;hmt1;0,9605;0,0366;0,9605;0,0366;;;;;
YBR035C_sn2818;YBR035C;pdx3;0,4735;0,0204;0,4735;0,0204;;;;;
YBR036C_dma211;YBR036C;csg2;0,6375;0,2;0,6375;0,2;;;;;
YBR036C_sn2202;YBR036C;csg2;0,6375;0,2;0,6375;0,2;;;;;
YBR037C_sn2703;YBR037C;sco1;0,7495;0,0272;0,7495;0,0272;;;;;
YBR038W_damp205;YBR038W;chs2_damp;1,011;0,0413;1,011;0,0413;;;;;
YBR038W_tsq2554;YBR038W;chs2-5006;NaN;NaN;NaN;NaN;;;;;
YBR039W_sn2424;YBR039W;atp3;0,407;0,0204;0,407;0,0204;;;;;
YBR040W_dma210;YBR040W;fig1;1,019;0,1176;1,019;0,1176;;;;;
YBR040W_sn782;YBR040W;fig1;1,019;0,1176;1,019;0,1176;;;;;
YBR041W_dma209;YBR041W;fat1;0,991;0,0879;0,991;0,0879;;;;;
YBR041W_sn2400;YBR041W;fat1;0,991;0,0879;0,991;0,0879;;;;;
YBR042C_dma208;YBR042C;cst26;0,985;0,0614;0,985;0,0614;;;;;
YBR042C_sn892;YBR042C;cst26;0,985;0,0614;0,985;0,0614;;;;;
YBR043C_dma207;YBR043C;qdr3;0,999;0,0603;0,999;0,0603;;;;;
YBR043C_sn2402;YBR043C;qdr3;0,999;0,0603;0,999;0,0603;;;;;
YBR044C_dma206;YBR044C;tcm62;0,9417;0,1118;0,9417;0,1118;;;;;
YBR044C_sn2696;YBR044C;tcm62;0,9417;0,1118;0,9417;0,1118;;;;;
YBR045C_dma205;YBR045C;gip1;0,9898;0,0432;0,9898;0,0432;;;;;
YBR046C_dma227;YBR046C;zta1;1,0163;0,1297;1,0163;0,1297;;;;;
YBR046C_sn3663;YBR046C;zta1;1,0163;0,1297;1,0163;0,1297;;;;;
YBR047W_dma226;YBR047W;fmp23;0,9715;0,111;0,9715;0,111;;;;;
YBR047W_sn2511;YBR047W;fmp23;0,9715;0,111;0,9715;0,111;;;;;
YBR048W_dma225;YBR048W;rps11b;0,7287;0,1316;0,7287;0,1316;;;;;
YBR048W_sn4112;YBR048W;rps11b;0,7287;0,1316;0,7287;0,1316;;;;;
YBR049C_damp5;YBR049C;reb1_damp;1,038;0,0087;1,038;0,0087;;;;;
YBR049C_tsq1348;YBR049C;reb1-5001;0,8283;0,0262;0,633;0,1062;;;;;
YBR050C_dma224;YBR050C;reg2;1,034;0,0852;1,034;0,0852;;;;;
YBR050C_sn1874;YBR050C;reg2;1,034;0,0852;1,034;0,0852;;;;;
YBR051W_dma223;YBR051W;ybr051w;1,0155;0,0169;1,0155;0,0169;;;;;
YBR052C_dma222;YBR052C;rfs1;0,9945;0,0808;0,9945;0,0808;;;;;
YBR052C_sn3427;YBR052C;rfs1;0,9945;0,0808;0,9945;0,0808;;;;;
YBR053C_dma221;YBR053C;ybr053c;0,9945;0,0269;0,9945;0,0269;;;;;
YBR053C_sn3103;YBR053C;ybr053c;0,9945;0,0269;0,9945;0,0269;;;;;
YBR054W_dma220;YBR054W;yro2;1,0125;0,0218;1,0125;0,0218;;;;;
YBR054W_sn659;YBR054W;yro2;1,0125;0,0218;1,0125;0,0218;;;;;
YBR055C_damp206;YBR055C;prp6_damp;0,9965;0,0246;0,9965;0,0246;;;;;
YBR055C_tsa367;YBR055C;prp6-ts;1,002;0,0386;0,8682;0,0831;;;;;
YBR055C_tsa455;YBR055C;prp6-1;1,0279;0,0921;0,9178;0,0657;;;;;
YBR055C_tsq1110;YBR055C;prp6-ts;1,002;0,0386;0,8682;0,0831;;;;;
YBR055C_tsq455;YBR055C;prp6-1;1,0279;0,0921;0,9178;0,0657;;;;;
YBR056W_dma219;YBR056W;ybr056w;0,9948;0,0614;0,9948;0,0614;;;;;
YBR056W_sn2769;YBR056W;ybr056w;0,9948;0,0614;0,9948;0,0614;;;;;
YBR056W-A_sn4638;YBR056W-A;ybr056w-a;0,9755;0,0626;0,9755;0,0626;;;;;
YBR057C_dma218;YBR057C;mum2;0,9477;0,142;0,9477;0,142;;;;;
YBR057C_sn1519;YBR057C;mum2;0,9477;0,142;0,9477;0,142;;;;;
YBR058C_dma217;YBR058C;ubp14;0,9065;0,0703;0,9065;0,0703;;;;;
YBR058C_sn2944;YBR058C;ubp14;0,9065;0,0703;0,9065;0,0703;;;;;
YBR058C-A_sn2987;YBR058C-A;tsc3;0,82;0,1222;0,82;0,1222;;;;;
YBR058C-A_tsa571;YBR058C-A;tsc3-2;0,7834;0,1173;0,7349;0,0196;;;;;
YBR058C-A_tsq2758;YBR058C-A;tsc3-2;0,7834;0,1173;0,7349;0,0196;;;;;
YBR059C_sn558;YBR059C;akl1;0,984;0,0321;0,984;0,0321;;;;;
YBR060C_tsa295;YBR060C;orc2-1;0,7976;0,1789;0,7254;0,0548;;;;;
YBR060C_tsa309;YBR060C;orc2-4;0,7395;0,0366;0,624;0,0497;;;;;
YBR060C_tsa311;YBR060C;orc2-2;0,931;0,052;0,7384;0,1265;;;;;
YBR060C_tsa331;YBR060C;orc2-3;0,974;0,0322;0,825;0,0393;;;;;
YBR060C_tsq295;YBR060C;orc2-1;0,7976;0,1789;0,7254;0,0548;;;;;
YBR060C_tsq309;YBR060C;orc2-4;0,7395;0,0366;0,624;0,0497;;;;;
YBR060C_tsq311;YBR060C;orc2-2;0,931;0,052;0,7384;0,1265;;;;;
YBR060C_tsq331;YBR060C;orc2-3;0,974;0,0322;0,825;0,0393;;;;;
YBR061C_sn4142;YBR061C;trm7;0,265;0,0475;0,265;0,0475;;;;;
YBR062C_dma237;YBR062C;ybr062c;1,0263;0,0518;1,0263;0,0518;;;;;
YBR062C_sn3104;YBR062C;ybr062c;1,0263;0,0518;1,0263;0,0518;;;;;
YBR063C_dma236;YBR063C;ybr063c;1,0337;0,1082;1,0337;0,1082;;;;;
YBR063C_sn3105;YBR063C;ybr063c;1,0337;0,1082;1,0337;0,1082;;;;;
YBR064W_dma235;YBR064W;ybr064w;1,0135;0,0097;1,0135;0,0097;;;;;
YBR065C_dma234;YBR065C;ecm2;1,0112;0,0542;1,0112;0,0542;;;;;
YBR065C_sn1749;YBR065C;ecm2;1,0112;0,0542;1,0112;0,0542;;;;;
YBR066C_dma233;YBR066C;nrg2;1,0132;0,0561;1,0132;0,0561;;;;;
YBR066C_sn1824;YBR066C;nrg2;1,0132;0,0561;1,0132;0,0561;;;;;
YBR067C_dma232;YBR067C;tip1;1,0043;0,1216;1,0043;0,1216;;;;;
YBR067C_sn737;YBR067C;tip1;1,0043;0,1216;1,0043;0,1216;;;;;
YBR068C_dma231;YBR068C;bap2;0,9792;0,0851;0,9792;0,0851;;;;;
YBR068C_sn2335;YBR068C;bap2;0,9792;0,0851;0,9792;0,0851;;;;;
YBR069C_dma230;YBR069C;tat1;1,016;0,0492;1,016;0,0492;;;;;
YBR069C_sn2336;YBR069C;tat1;1,016;0,0492;1,016;0,0492;;;;;
YBR070C_damp208;YBR070C;alg14_damp;0,8935;0,0487;0,8935;0,0487;;;;;
YBR070C_tsa1061;YBR070C;alg14-5001;0,8073;0,1659;0,7358;0,3052;;;;;
YBR070C_tsq1290;YBR070C;alg14-5001;0,8073;0,1659;0,7358;0,3052;;;;;
YBR071W_dma229;YBR071W;ybr071w;0,9935;0,1045;0,9935;0,1045;;;;;
YBR071W_sn3428;YBR071W;ybr071w;0,9935;0,1045;0,9935;0,1045;;;;;
YBR072C-A_sn4639;YBR072C-A;ybr072c-a;1,014;0,0105;1,014;0,0105;;;;;
YBR072W_dma251;YBR072W;hsp26;1,0228;0,0677;1,0228;0,0677;;;;;
YBR073W_dma250;YBR073W;rdh54;0,9805;0,0389;0,9805;0,0389;;;;;
YBR073W_sn1420;YBR073W;rdh54;0,9805;0,0389;0,9805;0,0389;;;;;
YBR074W_dma249;YBR074W;pff1;1,0037;0,0673;1,0037;0,0673;;;;;
YBR075W_dma248;YBR075W;ybr075w;1,037;0,0061;1,037;0,0061;;;;;
YBR076W_dma247;YBR076W;ecm8;0,9855;0,0969;0,9855;0,0969;;;;;
YBR076W_sn145;YBR076W;ecm8;0,9855;0,0969;0,9855;0,0969;;;;;
YBR077C_sn1027;YBR077C;slm4;0,781;0,0813;0,781;0,0813;;;;;
YBR078W_dma5187;YBR078W;ecm33;1,1118;0,0329;1,1118;0,0329;;;;;
YBR079C_damp209;YBR079C;rpg1_damp;1,044;0,0107;1,044;0,0107;;;;;
YBR079C_tsa1060;YBR079C;rpg1-5001;0,9002;0,0228;0,8037;0,081;;;;;
YBR079C_tsa990;YBR079C;rpg1-1;0,9185;0,0216;0,7234;0,0253;;;;;
YBR079C_tsq1289;YBR079C;rpg1-5001;0,9002;0,0228;0,8037;0,081;;;;;
YBR079C_tsq992;YBR079C;rpg1-1;0,5609;0,0081;0,3736;0,066;;;;;
YBR080C_tsa54;YBR080C;sec18-1;0,8635;0,0723;0,3502;0,0763;;;;;
YBR080C_tsq57;YBR080C;sec18-1;0,8635;0,0723;0,3502;0,0763;;;;;
YBR082C_dma245;YBR082C;ubc4;0,9042;0,0554;0,9042;0,0554;;;;;
YBR082C_sn1021;YBR082C;ubc4;0,9042;0,0554;0,9042;0,0554;;;;;
YBR083W_dma244;YBR083W;tec1;1,0463;0,0536;1,0463;0,0536;;;;;
YBR083W_sn979;YBR083W;tec1;1,0463;0,0536;1,0463;0,0536;;;;;
YBR084C-A_sn3949;YBR084C-A;rpl19a;0,722;0,0426;0,722;0,0426;;;;;
YBR084W_dma242;YBR084W;mis1;0,9722;0,0761;0,9722;0,0761;;;;;
YBR084W_sn2684;YBR084W;mis1;0,9722;0,0761;0,9722;0,0761;;;;;
YBR085C-A_sn4640;YBR085C-A;ybr085c-a;1,02;0,0258;1,02;0,0258;;;;;
YBR085W_dma5239;YBR085W;aac3;0,9857;0,065;0,9857;0,065;;;;;
YBR085W_sn2491;YBR085W;aac3;0,9857;0,065;0,9857;0,065;;;;;
YBR086C_dma5238;YBR086C;ist2;0,984;0,0419;0,984;0,0419;;;;;
YBR086C_sn991;YBR086C;ist2;0,984;0,0419;0,984;0,0419;;;;;
YBR087W_damp211;YBR087W;rfc5_damp;0,9865;0,0116;0,9865;0,0116;;;;;
YBR087W_tsa887;YBR087W;rfc5-1;0,9788;0,0697;0,8221;0,0237;;;;;
YBR087W_tsq887;YBR087W;rfc5-1;0,9788;0,0697;0,8221;0,0237;;;;;
YBR088C_damp212;YBR088C;pol30_damp;0,9105;0,0175;0,9105;0,0175;;;;;
YBR088C_tsq1472;YBR088C;pol30-k107r;0,9999;0,0072;1,0302;0,0517;;;;;
YBR088C_tsq1474;YBR088C;pol30-k164r;0,9836;0,0045;0,9163;0,0138;;;;;
YBR088C_tsq1476;YBR088C;pol30-k168r;0,99;0,0063;0,9359;0,0148;;;;;
YBR088C_tsq1477;YBR088C;pol30-k210r;0,9791;0,0081;0,8923;0,0303;;;;;
YBR088C_tsq1479;YBR088C;pol30-k217r;1,0152;0,0054;0,9615;0,0097;;;;;
YBR088C_tsq1480;YBR088C;pol30-k242r;1,1038;0,0072;1,1279;0,0251;;;;;
YBR088C_tsq1482;YBR088C;pol30-k253r;0,9556;0,0072;0,8521;0,0315;;;;;
YBR088C_tsq1483;YBR088C;pol30-k108r;1,0595;0,0063;0,9834;0,0155;;;;;
YBR088C_tsq1484;YBR088C;pol30-k127r;1,0469;0,0072;1,0197;0,0209;;;;;
YBR088C_tsq1485;YBR088C;pol30-k183r;1,0071;0,0081;0,927;0,016;;;;;
YBR088C_tsq1486;YBR088C;pol30-k146r;0,8834;0,0108;0,7951;0,0287;;;;;
YBR088C_tsq1487;YBR088C;pol30-k196r;1,0225;0,0081;0,9371;0,0136;;;;;
YBR088C_tsq1489;YBR088C;pol30-k117r;1,0351;0,0045;1,1365;0,0211;;;;;
YBR089C-A_sn1997;YBR089C-A;nhp6b;1,021;0,0911;1,021;0,0911;;;;;
YBR090C_dma241;YBR090C;ybr090c;0,9752;0,0765;0,9752;0,0765;;;;;
YBR090C_sn3553;YBR090C;ybr090c;0,9752;0,0765;0,9752;0,0765;;;;;
YBR092C_dma262;YBR092C;pho3;0,9863;0,1206;0,9863;0,1206;;;;;
YBR093C_sn2925;YBR093C;pho5;1,0415;0,0275;1,0415;0,0275;;;;;
YBR094W_dma260;YBR094W;pby1;0,9802;0,0751;0,9802;0,0751;;;;;
YBR094W_sn1121;YBR094W;pby1;0,9802;0,0751;0,9802;0,0751;;;;;
YBR095C_dma259;YBR095C;rxt2;0,8593;0,2582;0,8593;0,2582;;;;;
YBR095C_sn841;YBR095C;rxt2;0,8593;0,2582;0,8593;0,2582;;;;;
YBR096W_sn72;YBR096W;ybr096w;0,9945;0,0479;0,9945;0,0479;;;;;
YBR097W_sn332;YBR097W;vps15;0,235;0,0115;0,235;0,0115;;;;;
YBR098W_dma258;YBR098W;mms4;0,9912;0,0704;0,9912;0,0704;;;;;
YBR098W_sn1294;YBR098W;mms4;0,9912;0,0704;0,9912;0,0704;;;;;
YBR099C_dma257;YBR099C;ybr099c;0,96;0,0109;0,96;0,0109;;;;;
YBR100W_dma256;YBR100W;ybr100w;0,9535;0,0136;0,9535;0,0136;;;;;
YBR101C_sn3842;YBR101C;fes1;0,8785;0,0647;0,8785;0,0647;;;;;
YBR102C_damp215;YBR102C;exo84_damp;1,0155;0,0374;1,0155;0,0374;;;;;
YBR102C_tsa24;YBR102C;exo84-102;0,7753;0,0782;0,7847;0,0863;;;;;
YBR102C_tsq24;YBR102C;exo84-102;0,7753;0,0782;0,7847;0,0863;;;;;
YBR103W_dma254;YBR103W;sif2;0,8425;0,1697;0,8425;0,1697;;;;;
YBR103W_sn1797;YBR103W;sif2;0,8425;0,1697;0,8425;0,1697;;;;;
YBR104W_dma253;YBR104W;ymc2;0,9742;0,0301;0,9742;0,0301;;;;;
YBR104W_sn2265;YBR104W;ymc2;0,9742;0,0301;0,9742;0,0301;;;;;
